,work_year,experience_level,employment_type,job_title,salary,employee_residence,remote_ratio,company_size
660,2021,EN,FT,Security Engineer,74000,US,50,S
662,2022,SE,FT,Security Engineer,112000,US,100,L
663,2022,SE,FT,Security Engineer,255000,US,100,L
664,2022,SE,FT,Security Engineer,170000,US,100,L
665,2022,SE,FT,Penetration Tester,173000,US,0,L
666,2021,MI,FT,Security Engineer,130000,US,100,L
667,2022,SE,FT,Security Engineer,150000,US,100,L
668,2022,EX,FT,Security Director,200000,US,100,L
669,2022,MI,FT,Security Engineer,130000,CA,100,L
670,2021,MI,FT,Security Analyst,76000,US,100,L
671,2022,MI,FT,Threat Intelligence,88000,US,100,L
672,2021,EN,FT,Security Analyst,50000,US,100,S
673,2021,SE,FT,Security Analyst,80000,US,100,S
674,2022,MI,FT,Security Analyst,131800,US,0,L
675,2022,MI,FT,Security Analyst,99900,US,0,L
676,2021,MI,FT,Security Engineer,110000,US,100,M
677,2022,MI,FT,Security Manager,160000,US,50,L
678,2021,MI,FT,Security Manager,128000,US,100,L
679,2022,MI,FT,Security Manager,130000,US,0,L
680,2021,MI,FT,Threat Intelligence,125000,US,100,L
681,2022,SE,FT,Security Manager,310000,US,100,L
682,2022,EN,FT,Security Analyst,55000,US,0,L
683,2021,SE,FT,Security Manager,138000,US,100,L
688,2021,EN,FT,Security Analyst,60000,US,50,L
689,2021,SE,FT,Security Engineer,99960,US,0,L
691,2021,EN,PT,Security Analyst,30000,US,100,L
692,2022,MI,FT,Security Engineer,110000,US,50,L
693,2021,MI,FT,Security Specialist,68900,US,100,L
694,2021,MI,FT,Security Manager,116000,US,0,S
699,2022,EN,FT,Security Analyst,52000,US,50,S
700,2021,MI,FT,Security Analyst,115500,US,100,L
703,2021,SE,FT,Security Engineer,104000,US,100,L
705,2022,EN,FT,Security Engineer,70000,IN,0,L
707,2022,MI,FT,Security Analyst,131500,US,0,L
708,2022,MI,FT,Security Analyst,99950,US,0,L
709,2021,EN,FT,Security Analyst,76200,US,50,L
710,2021,MI,FT,Incident Response,100000,US,100,M
711,2022,MI,FT,Chief Information Security Officer,100000,US,50,L
712,2021,SE,FT,Security Engineer,145000,US,50,L
713,2021,MI,FT,Security Analyst,120000,US,100,L
714,2021,MI,FT,Penetration Tester,100000,US,100,M
715,2021,MI,FT,Security Engineer,320000,US,50,L
716,2021,EN,FT,Security Analyst,75000,US,100,S
717,2021,SE,FT,Security Engineer,150000,US,100,L
719,2021,SE,FT,Security Manager,120000,US,100,L
720,2020,MI,FT,Threat Intelligence,115000,US,100,L
721,2021,MI,FT,Security Analyst,91700,US,0,L
722,2021,MI,FT,Security Analyst,82600,US,0,L
723,2021,SE,FT,Security Manager,146000,US,100,L
724,2021,MI,FT,Security Analyst,135000,US,50,L
725,2021,SE,FT,Security Manager,185000,US,50,L
726,2021,EX,FT,Security Director,220000,US,50,L
727,2021,EN,FT,Security Analyst,68500,US,50,M
728,2020,SE,FT,Security Manager,150000,CA,100,L
729,2021,MI,FT,Penetration Tester,115000,US,100,M
730,2021,MI,FT,Security Engineer,97350,US,100,L
731,2020,SE,FT,Security Analyst,94000,US,50,L
732,2021,EN,FT,Security Engineer,93000,US,100,L
733,2021,SE,FT,Security Analyst,130000,US,100,L
734,2020,SE,FT,Security Engineer,65000,ES,50,L
737,2021,EN,FT,Security Analyst,79000,US,100,L
738,2021,SE,FT,Security Specialist,130000,US,100,M
739,2020,SE,FT,Security Specialist,129998,US,100,M
740,2021,EN,FT,Security Analyst,75000,US,100,M
741,2021,SE,FT,Threat Intelligence,155000,US,100,S
743,2021,MI,FT,Threat Intelligence,75000,US,100,L
745,2021,SE,FT,Security Manager,200000,US,0,M
746,2021,MI,FT,Security Analyst,93600,US,100,L
747,2021,MI,FT,Chief Information Security Officer,96500,US,0,L
749,2021,SE,FT,Security Architect,205000,US,100,L
750,2020,EN,FT,Security Engineer,122000,US,0,L
751,2020,EN,FT,Security Analyst,96000,US,50,L
752,2021,EN,FT,Security Analyst,72000,US,100,L
753,2021,EN,FT,Security Analyst,50000,US,100,L
754,2021,EN,FT,Security Analyst,50000,US,0,L
760,2021,SE,FT,Security Architect,140000,US,100,L
761,2021,MI,FT,Security Analyst,85000,US,100,S
762,2021,SE,FT,Security Specialist,92000,US,100,L
763,2020,MI,FT,DevSecOps,103000,US,50,L
766,2021,EN,FT,Security Analyst,65000,US,100,L
767,2020,SE,FT,Security Manager,180000,US,50,L
770,2021,SE,FT,Security Engineer,216000,US,100,L
771,2020,MI,FT,Security Analyst,90000,US,100,M
773,2021,EN,FT,Penetration Tester,70000,US,50,S
774,2021,SE,FT,Security Engineer,150000,US,100,M
775,2021,SE,FT,Security Engineer,130000,US,100,M
776,2021,SE,FT,Security Engineer,175000,US,100,L
777,2021,MI,FT,Security Engineer,220000,US,50,M
778,2021,EN,FT,Chief Information Security Officer,106000,US,0,L
779,2021,SE,FT,Incident Response,120000,US,100,L
780,2021,EN,FT,Security Analyst,75000,US,100,L
782,2021,MI,FT,Security Analyst,96000,US,50,L
783,2021,EN,FT,Security Analyst,75000,US,50,L
787,2021,EN,FT,Security Analyst,65000,US,100,L
788,2020,EN,FT,Security Engineer,80000,US,50,L
789,2020,MI,FT,Security Analyst,91520,US,0,L
791,2021,SE,FT,Security Manager,135600,US,0,L
793,2021,MI,FT,Security Analyst,53000,US,0,L
794,2021,MI,FT,Security Engineer,72000,US,50,M
795,2021,MI,FT,Security Engineer,169000,US,50,L
797,2020,MI,FT,Security Architect,99000,US,0,L
798,2021,MI,FT,Penetration Tester,100000,US,100,L
799,2021,MI,FT,Security Manager,130000,US,0,M
800,2021,MI,FT,Security Analyst,97000,US,100,L
803,2021,MI,FT,Security Engineer,90000,US,50,L
804,2021,EN,FT,Security Engineer,85000,US,100,L
805,2021,MI,FT,Security Engineer,90000,US,50,L
806,2020,EN,FT,Security Researcher,85000,US,0,L
809,2020,MI,FT,Security Manager,123000,US,0,L
811,2021,SE,FT,Security Engineer,170000,US,100,L
812,2021,EN,FT,Threat Intelligence,77000,US,100,L
814,2021,EX,FT,Chief Information Security Officer,375000,US,100,L
816,2020,MI,FT,Security Engineer,135000,US,100,M
817,2020,SE,FT,Security Engineer,148000,US,50,M
818,2020,SE,FT,Security Engineer,180000,US,100,L
819,2021,MI,FT,Security Analyst,90000,US,100,L
820,2021,EN,FT,Security Analyst,63700,US,100,L
822,2020,EX,FT,Security Manager,117810,US,0,S
823,2020,MI,FT,Security Engineer,200000,US,100,L
826,2020,SE,FT,Security Analyst,134000,US,100,L
828,2020,MI,FT,Security Analyst,140000,US,0,L
829,2020,MI,FT,Security Engineer,175000,US,50,L
830,2021,SE,FT,Security Analyst,85000,US,50,L
831,2020,MI,FT,Security Engineer,180000,US,50,M
832,2021,SE,FT,Security Engineer,320000,US,100,L
833,2021,MI,FT,Security Analyst,75000,US,100,M
834,2021,MI,FT,Penetration Tester,127000,US,100,L
835,2021,EN,FT,Security Specialist,45100,US,50,L
836,2021,SE,FT,Chief Information Security Officer,124000,US,50,L
837,2021,MI,FT,Security Manager,90000,US,0,M
838,2021,EX,FT,Security Engineer,240000,US,50,L
839,2021,EX,FT,Security Engineer,240000,US,50,L
840,2020,MI,FT,Security Engineer,80000,US,100,M
843,2020,MI,FT,Security Analyst,87500,US,100,L
844,2020,MI,FT,Security Analyst,110000,US,0,L
845,2021,EN,FT,Penetration Tester,98000,US,50,L
846,2020,MI,FT,Security Architect,102000,US,50,L
847,2020,MI,FT,Threat Intelligence,72000,US,100,L
849,2021,MI,FT,Security Engineer,124000,US,0,M
850,2021,EN,FT,Penetration Tester,119000,US,100,L
851,2020,SE,FT,Security Engineer,175000,US,100,L
852,2021,SE,FT,Security Manager,180000,US,100,L
855,2021,SE,FT,Security Manager,123000,US,100,L
856,2020,EN,FT,Security Analyst,80000,US,50,L
857,2021,MI,FT,Security Engineer,120000,US,50,L
858,2021,MI,FT,Security Analyst,150000,US,50,M
860,2021,SE,FT,Security Manager,135000,US,0,L
861,2021,MI,FT,Security Engineer,130000,US,50,L
862,2021,MI,FT,Security Manager,100000,US,50,M
863,2021,EN,FT,Threat Intelligence,20000,GR,100,L
865,2021,EN,FT,Security Analyst,70000,US,100,L
866,2021,SE,FT,Security Engineer,130000,US,100,L
867,2021,EN,FT,Security Analyst,73000,US,0,S
870,2021,MI,FT,Security Analyst,92000,US,100,L
871,2021,MI,FT,Security Analyst,145000,US,50,L
872,2020,SE,FT,Security Engineer,135000,US,50,L
874,2021,SE,FT,Security Analyst,150000,US,0,L
876,2020,EN,FT,Security Engineer,75000,US,100,L
877,2021,SE,FT,Security Analyst,48000,GB,100,L
879,2020,SE,FT,Security Manager,150000,US,50,L
880,2021,MI,FT,Security Analyst,90000,US,0,M
882,2021,SE,FT,Security Architect,102500,US,0,L
883,2021,EX,FT,Chief Information Security Officer,130000,US,100,L
884,2021,MI,FT,Security Analyst,85000,US,100,L
885,2021,MI,FT,Penetration Tester,120000,US,100,M
886,2020,EX,FT,Security Manager,600000,US,50,L
887,2021,SE,FT,Security Architect,141000,US,50,L
888,2020,EN,FT,Security Analyst,66000,US,50,L
889,2021,EN,FT,Security Analyst,60008,US,50,L
890,2020,SE,FT,Security Engineer,272000,US,100,L
891,2020,EN,FT,Security Analyst,80000,US,100,M
893,2021,EN,FT,Security Analyst,31000,US,0,L
895,2021,EN,FT,Security Analyst,100300,US,100,L
896,2021,SE,FT,Security Engineer,150000,US,100,L
897,2021,MI,FT,Security Engineer,119000,US,100,L
898,2020,MI,FT,Security Engineer,192000,US,100,L
899,2020,SE,FT,Security Manager,102000,US,0,L
900,2021,SE,FT,Chief Information Security Officer,240000,US,100,S
901,2021,EN,FT,Security Analyst,63000,US,0,L
902,2021,MI,FT,Security Engineer,98000,US,100,L
904,2021,SE,FT,Security Manager,100000,US,100,L
905,2021,MI,FT,Security Engineer,80000,US,100,M
906,2020,MI,FT,Security Specialist,72000,US,100,L
907,2021,EN,FT,Security Engineer,75000,US,100,L
908,2020,MI,FT,Security Engineer,80000,US,50,L
909,2021,MI,FT,Security Analyst,67000,US,0,L
910,2020,SE,FT,Security Engineer,130000,US,100,L
912,2021,MI,FT,Security Analyst,120000,US,100,L
913,2021,MI,FT,Security Engineer,76500,US,100,L
914,2021,SE,FT,Security Analyst,160000,US,0,M
915,2021,EX,FT,Security Director,200000,US,100,L
916,2021,EX,FT,Chief Information Security Officer,142000,US,50,L
917,2020,EX,FT,Security Engineer,180000,US,100,L
918,2020,MI,FT,Security Analyst,120000,US,100,L
921,2021,SE,FT,Security Manager,150000,US,100,M
922,2021,MI,FT,Security Specialist,100000,US,0,L
925,2021,EX,FT,Security Director,187000,US,100,L
927,2021,EX,FT,Chief Information Security Officer,104000,US,100,L
929,2020,EN,FT,Security Engineer,65000,US,50,L
930,2020,MI,FT,Security Engineer,128000,US,0,L
931,2021,MI,FT,Security Engineer,120000,US,100,L
932,2020,MI,FT,Security Manager,105000,US,100,L
933,2021,MI,FT,Security Analyst,120000,US,100,L
934,2021,MI,FT,Incident Response,145000,US,100,L
936,2021,EN,FT,Penetration Tester,78000,US,100,L
937,2021,SE,FT,Security Engineer,125000,US,100,L
938,2021,SE,FT,Security Manager,130000,US,0,L
939,2020,SE,FT,Security Engineer,130000,US,100,L
940,2020,SE,FT,Security Manager,141000,US,100,L
941,2021,SE,FT,Security Engineer,120000,US,100,L
942,2021,MI,FT,Security Analyst,90000,US,100,L
943,2021,EX,FT,Security Manager,172500,US,100,M
944,2020,SE,FT,Security Engineer,90000,US,50,L
945,2020,MI,FT,Security Analyst,93000,US,50,L
947,2021,EN,FT,Security Analyst,62000,US,50,L
948,2020,SE,FT,Security Engineer,240000,CA,100,L
949,2021,SE,FT,Penetration Tester,195000,US,100,L
960,2020,SE,FT,Security Analyst,98000,US,100,L
962,2020,EN,FT,Security Engineer,85000,US,100,L
964,2020,MI,FT,Security Manager,120000,US,50,L
965,2021,SE,FT,Security Manager,120000,US,50,M
966,2021,EN,FT,Security Analyst,70000,US,0,L
967,2020,MI,FT,Security Analyst,75000,US,100,L
968,2021,EN,FT,Security Engineer,101350,US,50,L
969,2020,EN,FT,Security Analyst,60000,US,50,L
970,2021,EN,FT,Security Engineer,85000,US,0,L
972,2021,MI,FT,Security Specialist,76000,US,0,L
974,2021,SE,FT,Security Analyst,105000,US,100,M
975,2021,MI,PT,Security Researcher,100000,US,50,M
976,2021,MI,FT,Security Engineer,65000,US,100,L
978,2021,MI,FT,Chief Information Security Officer,122000,US,0,L
979,2021,MI,FT,Security Analyst,80000,US,50,L
981,2021,MI,FT,Security Analyst,131870,US,0,L
982,2021,MI,FT,Security Analyst,99900,US,0,L
985,2021,MI,FT,Security Analyst,79000,US,100,L
991,2021,SE,FT,Security Manager,126000,US,50,L
992,2021,EN,FT,Security Engineer,50000,US,50,S
993,2020,MI,FT,Security Engineer,75000,US,50,S
994,2021,MI,FT,Security Analyst,103000,US,0,L
995,2021,SE,FT,Security Engineer,138000,US,0,L
997,2020,SE,FT,Security Architect,123000,US,100,L
998,2020,MI,FT,Penetration Tester,80000,US,100,L
999,2021,MI,FT,Security Engineer,115000,US,100,L
1002,2021,MI,FT,Incident Response,100000,US,100,L
1003,2021,SE,FT,Security Researcher,275000,US,100,L
1005,2021,EN,FT,Security Analyst,80000,US,50,L
1006,2021,MI,FT,Security Engineer,210000,US,100,L
1007,2021,EN,FT,Incident Response,66000,US,100,L
1008,2021,MI,FT,Security Analyst,95000,US,0,L
1009,2021,SE,FT,Security Engineer,160000,US,0,L
1013,2020,SE,FT,Security Engineer,106000,US,0,L
1014,2020,EX,FT,Chief Information Security Officer,202000,US,0,L
1017,2020,EN,FT,Threat Intelligence,71000,US,0,L
1020,2021,MI,FT,Security Manager,114000,US,50,L
1021,2021,EN,FT,Security Analyst,81000,US,50,L
1022,2021,EX,FT,Chief Information Security Officer,148000,US,100,M
1023,2021,MI,FT,Threat Intelligence,79509,US,50,L
1025,2021,MI,FT,Security Analyst,20000,IN,100,L
1026,2021,EN,FT,Security Analyst,77000,US,100,L
1028,2020,SE,FT,Security Engineer,142000,US,100,L
1029,2021,SE,FT,Security Manager,174000,US,50,L
1030,2021,MI,FT,Threat Intelligence,100000,US,0,L
1031,2020,MI,FT,Security Engineer,130000,US,50,L
1032,2021,SE,FT,Threat Intelligence,134000,US,100,L
1034,2020,SE,FT,Security Architect,170000,US,100,L
1035,2021,MI,FT,Security Engineer,120000,US,100,L
1038,2021,MI,FT,Security Analyst,90000,US,50,L
1040,2021,MI,FT,Penetration Tester,150000,US,100,L
1041,2020,MI,FT,Security Specialist,80000,US,100,L
1042,2021,SE,FT,Security Analyst,145000,AU,100,L
1043,2021,EN,FT,Security Analyst,65000,DE,100,L
1045,2021,MI,FT,Security Engineer,85000,US,0,L
1046,2021,SE,FT,Security Engineer,135000,US,0,L
1050,2021,SE,CT,Security Architect,72000,US,100,M
1051,2021,SE,FT,Security Architect,127000,US,100,L
1052,2021,SE,FT,Incident Response,140000,US,50,L
1053,2020,SE,FT,Incident Response,125000,US,100,L
1054,2020,SE,PT,Security Researcher,55000,US,100,L
1055,2021,SE,FT,Security Manager,90000,US,0,S
1056,2021,SE,FT,Penetration Tester,150000,US,100,L
1059,2021,MI,FT,Security Analyst,82700,US,100,L
1061,2021,MI,FT,Security Analyst,106000,US,100,L
1062,2020,SE,FT,Security Engineer,120000,US,100,M
1064,2021,SE,FT,Security Architect,200000,US,100,L
1065,2020,SE,FT,Security Engineer,170000,US,50,L
1066,2021,SE,FT,Security Engineer,107000,US,0,L
1067,2020,SE,FT,Chief Information Security Officer,159000,US,50,L
1068,2020,MI,FT,Security Specialist,73000,US,0,L
1069,2020,SE,FT,Security Specialist,146000,US,100,L
1073,2021,EN,FT,Incident Response,77600,US,100,L
1074,2021,EN,FL,Security Researcher,75000,US,0,S
1075,2020,SE,FT,Security Engineer,180000,US,100,S
1077,2021,EN,FT,Security Analyst,63000,US,50,L
1079,2021,MI,FT,Penetration Tester,100000,US,100,M
1083,2020,SE,FT,Security Engineer,108000,US,100,L
1084,2020,MI,FT,Vulnerability Management,130000,US,50,L
1088,2020,SE,FT,Security Specialist,170000,US,100,L
1091,2021,SE,FT,Security Engineer,132000,US,100,L
1095,2020,MI,FT,Security Engineer,150000,US,0,L
1098,2020,SE,FT,Security Researcher,250000,DE,100,L
1106,2021,SE,FT,Security Engineer,450000,US,100,L
1107,2020,EN,FT,Security Analyst,60000,US,100,L
1108,2021,MI,FT,Security Analyst,110000,US,100,L
1110,2021,EN,FT,Security Analyst,80000,US,50,L
1111,2020,SE,FT,Threat Intelligence,140000,US,100,L
1112,2021,MI,FT,Security Analyst,30000,US,0,M
1113,2020,MI,FT,Security Analyst,115000,US,100,M
1115,2021,MI,FT,Security Engineer,140000,US,100,M
1117,2021,SE,FT,Threat Intelligence,200000,US,100,M
1119,2021,SE,FT,Security Analyst,140000,US,100,L
1120,2021,SE,FT,Security Architect,140000,US,100,L
1138,2020,EN,FT,Security Analyst,60000,US,100,L
1140,2021,SE,FT,Security Engineer,140000,US,0,L
1149,2020,MI,FT,Security Analyst,100000,US,0,L
1151,2020,MI,FT,Security Engineer,8223,IN,100,L
1160,2020,SE,FT,Security Engineer,300000,US,50,L
1162,2021,EN,FT,Security Analyst,80100,US,100,L
1163,2021,SE,FT,Security Researcher,175000,US,0,S
1165,2021,SE,FT,Security Engineer,82000,US,100,L
1166,2020,SE,FT,Security Engineer,132000,US,100,L
1167,2020,SE,FT,Security Engineer,105000,US,50,L
1168,2021,SE,FT,Security Engineer,106000,US,100,L
1170,2021,SE,FT,Security Analyst,115000,US,50,L
1171,2021,SE,FT,Penetration Tester,143000,US,100,L
1172,2021,EX,FT,Chief Information Security Officer,289000,US,100,L
1174,2021,MI,FT,Penetration Tester,115000,US,100,L
1175,2020,SE,FT,Security Manager,252000,US,100,M
1177,2020,SE,FT,Incident Response,135000,US,50,L
1178,2021,SE,FT,Penetration Tester,190000,US,100,M
1179,2021,EN,FT,Security Analyst,48000,US,100,L
1180,2021,MI,FT,Security Manager,140000,US,50,L
1184,2020,SE,FT,Security Architect,203000,US,50,L
1186,2021,MI,FT,Security Engineer,140400,US,50,L
1187,2021,MI,FT,Penetration Tester,110000,US,100,L
1188,2021,SE,FT,Security Engineer,172000,US,100,L
1189,2021,EN,FT,Security Engineer,88500,US,50,L
1190,2020,EN,FT,Security Engineer,76960,US,50,L
1191,2020,SE,FT,Security Engineer,145000,US,100,L
1192,2020,MI,FT,Security Specialist,109000,US,0,L
1196,2020,SE,FT,Security Engineer,300000,AU,100,L
1197,2020,SE,FT,Security Manager,140000,US,0,L
1198,2020,EX,FT,Security Manager,169781,US,100,L
1199,2021,SE,FT,Threat Intelligence,110000,US,100,L
1200,2021,MI,FT,Security Engineer,85000,US,100,L
1201,2020,SE,FT,Threat Intelligence,108000,US,100,L
1203,2021,EN,FT,Security Researcher,125000,US,50,L
1204,2021,SE,FT,Penetration Tester,133000,US,100,L
1205,2020,MI,FT,Security Engineer,126000,US,50,L
1207,2020,SE,FT,Incident Response,260000,US,100,L
1209,2021,MI,FT,Threat Intelligence,105000,US,0,S
1210,2021,SE,FT,Security Engineer,133900,US,100,L
1211,2021,MI,FT,Security Analyst,75000,US,0,L
1213,2021,MI,FT,Security Engineer,89000,US,0,M
1214,2021,EX,FT,Chief Information Security Officer,400000,US,100,L
1215,2021,SE,FT,Security Architect,205000,US,100,L
1216,2020,SE,FT,Security Architect,198000,US,100,L
1219,2020,EX,FT,Security Architect,190000,FR,100,L
1221,2021,MI,FT,Chief Information Security Officer,86000,US,0,L
1222,2020,EN,FT,Security Analyst,65000,US,100,S
1223,2020,SE,FT,Security Engineer,149000,US,50,L
1224,2020,SE,FT,Security Engineer,140000,US,50,L
1225,2021,MI,FT,Threat Intelligence,116000,US,50,L
1227,2020,MI,FT,Security Analyst,115000,US,100,L
1228,2021,MI,FT,Security Engineer,128000,US,100,L
1231,2020,MI,FT,Chief Information Security Officer,122750,US,100,M
1232,2020,MI,FT,Security Engineer,144000,US,0,M
1235,2020,MI,FT,Security Engineer,110000,US,50,L
1237,2021,EN,FT,Security Engineer,65000,US,100,L
1238,2020,SE,FT,Security Specialist,170000,US,100,L
1239,2021,SE,FT,Security Engineer,135000,US,100,L
1240,2021,EN,FT,Security Analyst,100000,US,50,M
1244,2021,SE,FT,Penetration Tester,126000,US,100,L
1246,2021,MI,FT,Threat Intelligence,66310,US,0,L
